Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Source_Sheet,Habitat_Source_File,TaxonCode,Previously_Obs,Month,Month_Name,Day,Start_Time_Min,End_Time_Min,Observation_Duration_Min
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,265876.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,88350.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,EAWP,False,True,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,85846.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,266957.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,INBU,False,True,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,94257.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,MODO,False,False,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,82737.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Warbling Vireo,Vireo gilvus,179023.0,WAVI,False,False,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,93589.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,84936.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,EAWP,False,True,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,85846.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0856,Forest,2018,2018-07-09,08:48:00,08:58:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,BLJA,False,False,23.2000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,86252.0,,7,July,9,528,538,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,CHOH,Forest,94228.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,YBCU,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,89102.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,WOTH,True,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,87156.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,WOTH,True,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,87156.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Warbling Vireo,Vireo gilvus,179023.0,WAVI,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,CHOH,Forest,93589.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,94228.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,MODO,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,82737.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,GCFL,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,CHOH,Forest,85791.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,GCFL,False,False,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,85791.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,EAWP,False,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,CHOH,Forest,85846.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,84936.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,CHOH,Forest,265876.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Belted Kingfisher,Ceryle alcyon,178119.0,BEKI,False,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,CHOH,Forest,83980.0,,7,July,9,493,503,10
CHOH,,CHOH 10,CHOH-0847,Forest,2018,2018-07-09,08:13:00,08:23:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,23.2000007629395,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,CHOH,Forest,265876.0,,7,July,9,493,503,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,94228.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,85824.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,85824.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,87106.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,87106.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,BLJA,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,86252.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,84936.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,EAWP,False,True,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,85846.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,MODO,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,82737.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,WBNU,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,90935.0,,7,July,9,351,361,10
CHOH,,CHOH 1,CHOH-0795,Forest,2018,2018-07-09,05:51:00,06:01:00,Brian Swimelar,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,PIWO,False,False,16.8999996185303,71.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,84833.0,,7,July,9,351,361,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,88350.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,ACFL,False,True,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,85824.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,266957.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,94228.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,84936.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,88350.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Warbling Vireo,Vireo gilvus,179023.0,WAVI,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,93589.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,WBNU,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,90935.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,265876.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,265876.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,87106.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0832,Forest,2018,2018-07-09,07:34:00,07:44:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,22.0,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,266957.0,,7,July,9,454,464,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,White-eyed Vireo,Vireo griseus,178991.0,WEVI,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,93552.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,87106.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,PIWO,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,84833.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,AMCR,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,87106.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,265876.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,INBU,False,True,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,94257.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,266957.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,ETTI,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,266957.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,WBNU,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,90935.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,94228.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,88350.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,DOWO,False,True,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,84936.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,RBWO,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,84865.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,CACH,False,True,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,265876.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Warbling Vireo,Vireo gilvus,179023.0,WAVI,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,93589.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,94228.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179236.0,AMGO,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,95300.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0806,Forest,2018,2018-07-09,06:23:00,06:33:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,21.0,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,94228.0,,7,July,9,383,393,10
CHOH,,CHOH 10,CHOH-0812,Forest,2018,2018-07-09,07:11:00,07:21:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,INBU,False,True,19.7000007629395,66.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,CHOH,Forest,94257.0,,7,July,9,431,441,10
CHOH,,CHOH 10,CHOH-0812,Forest,2018,2018-07-09,07:11:00,07:21:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,NOCA,False,False,19.7000007629395,66.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,94228.0,,7,July,9,431,441,10
CHOH,,CHOH 10,CHOH-0812,Forest,2018,2018-07-09,07:11:00,07:21:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,CARW,False,False,19.7000007629395,66.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,CHOH,Forest,88350.0,,7,July,9,431,441,10
